matched_word,awn3_synset_id,ao_concept_id,awn3_words,new_words,awn3_gloss,ao_gloss
اغلبيه,awn3-05129822-n,46677,أغْلَبِيَّة|غالبِيَّة,كَمالٌ|قَاطِبَةٌ|كُلِّيَّةٌ|أكْثَرِيَّةُ|جُمْهُورٌ|جُلّ|جُمْلَةٌ|أَكْبَرُ|كَافَّةٌ|كُلّ|جَمِيعٌ|مُعْظَمٌ|أَكْثَرُ|أَغْلَبُ|عُمُومٌ|أَعْظَمُ,خاصية كون جزء من اثنين هو الأكبر أو الرئيسي,وصف للتعبير عن القسم الأكبر من أي شيء
غربا,awn3-00827889-a,49663,غَرْبَاً,في اتجاه الغرب|نحو الغَرب,ذو موقع أو اتجاه نحو جهة الغرب,الجهة المقابلة لشروق الشمس
تنحنح,awn3-00178349-v,48242,تَنَحْنَحَ,أَحَّ|نَحَمَ|سَعَلَ,ردد في جوفه صوتاً خشناً كالكحة,ترديد الصوت في الجوف
فتيل,awn3-03412032-n,48181,فتيل,فَتيلةٌ|ذُبَالَةٌ|شَعِيرَةٌ|شُعَيْرَةٌ,أي أداة إشعال يتم بواسطته إشعال عبوة ناسفة,السِّلْك يُخاط به ، أو ينظم فيه الشيء ، أو يربط به أو لتمرير سائل من خلاله كالمصابيح
اعتناء,awn3-05710673-n,47494,اِعْتِناء,اِكْتِرَاثٌ|اِهْتِمامٌ|عِنَايَةٌ|اِنْتِبَاهٌ|حَرْصٌ|حِرْصٌ|مُبَالَاةٌ,بذل الاهتمام الخاص والعناية بأحد أو بشيء كالانتباه للأطفال أو العاجزين,عملية توجيه الحواس إلى التركيز على شيء محدد
تداعي,awn3-01980502-v,46705,تَدَاعَى|إِنْهَارَ,تَزَحْلَقَ|اِنْزَلَقَ|اِنْزَلَقَ على|زَلَّ1|زَلَّ1 عن|خَرَّ2|خَسَفَ2|تَدَاعَى على|دَمْدَمَ على|نَزَلَ|نَزَلَ ب|نَزَلَ على|نَزَلَ في|اِنْقَلَبَ|اِنْقَلَبَ إلى|اِنْقَلَبَ على|تَقَوَّضَ|هَبَطَ|هَبَطَ إلى|هَبَطَ في|هَبَطَ من|اِنْهَدَمَ|تَهَوَّرَ|تَهَوَّرَ على|هَوَّرَ|هَوَى1|هَوَى إلى|هَوَى على|هَوَى في|أَهْوَى2|أَهْوَى ب|أَهْوَى ل|اِنْحَدَرَ|اِنْحَدَرَ من|تَدَهْوَرَ|قَلَبَ|اِنْخَفَضَ|سَقَطَ|سَقَطَ عن|سَقَطَ في|سَقَطَ من|وَقَعَ1|وَقَعَ1 على|وَقَعَ1 في|وَقَعَ1 من|حَدَثَ1|حَدَثَ1 عن|حَدَثَ1 من|تَعَثَّرَ|كَبا|تَرَدَّى|تَرَدَّى في|تَرَدَّى من|تَسَاقَطَ,يسقط بسرعة دون القدرة على التحكم به,سَقَطَ مِنْ مَكانٍ عالٍ
عدد طبيعي,awn3-13750477-n,293750,عَدَد طَبِيعِيّ,عَدَد تَرْتيبي|عَدَدْ صَحيح غَيْر سالِبْ,كل عدد صحيح موجب لا يحتوي على كسور أو فواصل عشرية يبدأ من 1 إلى ما لا نهاية,عَدَدٌ صَحيح أَكْبَرُ من أَوْ يُساوي صِفْر
انهض,awn3-01815703-v,53564,أنْهض|اِسْتنْهض|حفّز|حرّك|رفع|رفع المعْنوِيّات|إستعاد صحته|ارتفع|استأنف|اعتقل|اقتنى|التقط|تاه عجبا|تعرف لأصدقاء|تعلم|تعيش|حفر|حمس|حمل الركاب|دمن|رقى|سكر ثمل|سكر حلى|سمم|علا|نشط|نهض,عَلَّى,يجعل الشخص أسعد ويملؤه بالأمل,غير مكان الشيء إلى مكان مرتفع أكثر من السابق
نشوب,awn3-07449873-n,48154,اِنْدِلاع|نُشُوب,تَفَشٍّ|شُبُوبٌ,حدث مفاجئ عنيف عفوي ( غالباً لشيء غير مرغوب به ),مصدر لفعل انتشار شيء أو ضرر أو خبر
دلف,awn3-00258995-v,51032,دَلَفَ|سَرَّبَ,دَبَّ|دَبَّ على|دَبَّ في|دَجَّ|دَرَجَ|دَرَجَ على|دَرَجَ في|دَلَفَ إلى|خَطَا,يهرّب الضوء أو المواد من ثقب أو صدع في أنبوب أو حائط أو حاوية,مشى وسار رويداً بخطوات متقاربة
هيمنه,awn3-14465291-n,53980,هَيْمَنَة|سَيْطَرَة,تَسَلُّطٌ|تَحَكُّمٌ|سِيَادَةٌ|سُلْطَةٌ|حُكْمٌ|اِسْتِحْوَاذٌ|اِحْتِبَاسٌ|اِحْتِكَارٌ,التسلط على الآخر، التحكم في سلوكه، الإشراف عليه وتعهد أحواله، بسط السيادة والنفوذ والإشراف التام.,مصدر لفعل الحصول على شيء ومنع الآخرين من الاستفادة منه
وريد,awn3-05426061-n,48516,وَرِيد,وَتِينٌ|عِرْقٌ|نِيَاطٌ|شَرْيَانٌ|شِرْيَانٌ,وعاء دموي ينقل الدم من أعضاء الجسم باتجاه القلب في الدورة الدموية,وعاء أنبوبي رفيع يجري فيه الدم في أجسام الكائنات الحية
فهد,awn3-02132960-n,48999,فَهْد,ضَارٍ|نَمِرٌ2|نِمْرٌ|سَبْعٌ2|سَبُعٌ,قطة كبيرة مفترسة موطنه الأصلي أفريقيا وجنوب غرب آسيا ، أسرع حيوان، له أرجل طويلة ونحيلة وذيل طويل وج,لاحم من فصيلة السنوريات ذو جسم أرقط وأنياب بارزة
جاء,awn3-01853188-v,46574,أَتَى|جَاءَ,طَرَقَ|طَرَقَ ب|طَرَقَ على|طَرَقَ في|غَشِيَ1|أقْبَلَ|أقْبَلَ ب|أقْبَلَ على|وَافَى|وَرَدَ|وَرَدَ على|حَضَرَ2|حَضَرَ عن|جاءَ إلى|جاءَ ب|جاءَ في|وَفَدَ إلى|وَفَدَ على|زارَ|قَدِمَ|قَدِمَ إلى|قَدِمَ من|أَتَى ب|أَتَى على,يتحرك متقدماً إلى المتحدث أو إلى مكان ما,لبث في مكان ما مدة من الزمن
مجسد,awn3-00633307-a,293254,مُجَسَّد|مُتَجَسِّد,مَحْسُوسٌ|مَلْمُوسٌ|حَقِيقِيٌّ|كَائِنٌ2,متمثل بشكل مادي ملموس,موجود يشغل حيّزاً مكانيّاً، ويدرك بذاته بالحواس أو بأدوات القياس
تمتمه,awn3-07401520-n,49995,تَمْتَمَة,لَغَطٌ|لَغْطٌ,صوت مستمر غير مفهوم تصاحبه حركة الشفه دون كلام لفظي معين,عملية التحدث بصوت منخفض أو غير مفهوم للسامع القريب بتحريك الفم واللسان ببطء
العاب القوي,awn3-00534959-n,52847,ألعاب القوى,الألعاب الرياضية,مجموعة من الألعاب الرياضية التي يتم التنظيم فيها لمسابقات من جميع أنحاء العالم، تنقسم بشكل رئيسي إلى,وصف لمجموعة الممارسات الرياضية والتي تشمل بشكل أساسي العدو والرمي والقفز
احصي,awn3-00950103-v,48129,عَدَّ|أحْصَى,قَدَّرَ|حَسِبَ|حَسَبَ|عَدَّدَ|عَدَّدَ على,يحسب كمية الأشياء الموجودة بالعدد,معرفة قدر الشيء وكميته
جول,awn3-13748184-n,46462,الجُول|جُول|واط ثَانِيَة,تَرَحَّلَ|تَرَحَّلَ عن|اِرْتَحَلَ|اِرْتَحَلَ إلى|اِرْتَحَلَ عن|طَافَ2|طَافَ ب2|طَافَ على2|طَافَ في2|طَوَّفَ|طَوَّفَ ب|طَوَّفَ في|جَاسَ|جالَ|جالَ ب|جالَ في|جَوَّلَ في|سَافَرَ|سَافَرَ إِلَى|ساحَ2|ساحَ في|تَنَقَّلَ|تَنَقَّلَ من|تَجَوَّلَ في|جَابَ1|جَابَ في,وحدة قياس الشغل والطاقة وكمية الحرارة، ويساوي مقدار الشغل المبذول عندما تؤثر قوة مقدارها نيوتن في جس,الانتقال من مكانٍ إلى آخر
تجنيد,awn3-15318833-n,53677,تَجْنِيد,نَفِيرٌ2|تَعْبِئةٌ,الفترة الزمنية التي تقضيها في الخدمة العسكرية بشكل طوعي,عملية استدعاء الأشخاص القادرين على حمل السلاح لتجهيزهم وتدريبهم للحرب في الدول المستقلة والتي تملك ج
سرير,awn3-02821967-n,46909,سَرِير,مُضَّجَعٌ|مُضْطَجَعٌ|مَهْجَعٌ|تَخْتٌ|مَثْوًى|مَضْجَعٌ|مَهْدٌ|مِهَادٌ|مَرْقَدٌ|مَخْدَعٌ|مِخْدَعٌ|فِرَاشٌ|خِدْرٌ,قطعة أثاث تستخدم للنوم والراحة,مصنوع خصص لينام عليه الإنسان ويشكل القماش جزءا أساسيا فيه
كاس,awn3-03443167-n,47312,قَدَح|كَأس,كُوبٌ|فِنْجَانٌ|جَامٌ,إناء أو وعاء توضع فيه السوائل أثناء شربها,إِناءٌ مكوّر بحجم اليد أو أكبر قليلا يصنع لتناول الشَّراب فيه ويصنع من مواد مختلفة ويكون له أذن صغير
بعنف,awn3-00225476-r,53545,بِعُنْف,بشِدَّة|بجهد,باستخدام القوة الشديدة التي تسبب الأذى,القسوة وقلة اللين في التصرف
بلدي,awn3-02708189-a,48359,مَحَلَّي|بَلَدِيّ,أَهْلِيٌّ|مَدَنِيٌّ|وَطَنِيٌّ|شَعْبيٌّ,يخص حكومة مدينة أو بلدة على نطاق محلي محدود,صفة للشيء الذي يرتبط بأصله أو صنع في موطنه
غمس,awn3-00602773-v,52763,غَمَسَ,تَغْطِيسٌ|غَمْرٌ1,يجعله ينشغل بالشيء وينهمك فيه كلياً,عملية إدخال الشيء بالماء أو سائل آخر كلياً وغمره به
مفاعل,awn3-03839580-n,50691,مُفَاعِل,كَاشِفٌ,أي من أنواع الأجهزة التي تحافظ على التفاعل النووي وتتحكم فيه لإنتاج الطاقة أو العناصر الصناعية,مادّة كيمأويّة تستخدم للتعرُّف على الأجسام بواسطة التفاعلات التي تُحْدثها ، ولإظهار حالة محلول ما عن
واهب,awn3-10045455-n,52201,مانِح|وَاهِب,مُعْطٍ,من يعطي شيئاً من الممتلكات لأحد ما كهدية دون مقابل,صفة للشخص الذي يقوم بتقديم المساعدات للآخرين دون مقابل
حمامه,awn3-01814550-n,52083,حَمَامَة|حَمَام,فاخِتَةٌ|قُمْرِيٌّ|يَمَامٌ,طيور برية وداجنة لها جسم ثقيل وأرجل قصيرة,طَائِرٌ مِنْ فَصِيلَةِ الحَمَامِيَّاتِ ، مِنْ رُتْبَةِ الحَمَامِيَّاتِ وهو طائِرٌ أليفٌ يَاْكُلُ الح
استفهم,awn3-00786670-v,46958,اِسْتَفْهَمَ|أِسْتَفْسَرَ,فَتَّشَ|فَتَّشَ على|فَتَّشَ عن|فَتَّشَ في|اِسْتَفْهَمَ عن|سَأَلَ|اِسْتَخْبَرَ|اِسْتَنْبَأَ|اِسْتَنْبَأَ عن|نَبَشَ|نَبَشَ عن|اِسْتَقْصَى|اِسْتَقْصَى عن|اِسْتَقْصَى في|اِسْتَوْضَحَ|اِسْتَوْضَحَ عن|تَحَرَّى|تَحَرَّى عن|تَحَرَّى في|اِسْتَعْلَمَ|اِسْتَعْلَمَ عن|بَحَثَ|بَحَثَ عن|بَحَثَ في,يفرض سؤالاً يعبر فيه عن الشك في شيء أو يبحث عن معلومات,بحث عن معلومات بخصوص أمر ما
مبيض,awn3-14803364-n,54120,مُبَيِّض,قَصّارٌ|جَصَّاصٌ,مادة كيميائية صلبة أو سائلة تستخدم لتبييض الأشياء أو إزالة لونها,الشخص الذي يبيض الجدار ويغطي الحجارة بخلطة خاصة ويجهز الحائط للطلاء
وقاء,awn3-03551946-n,53774,وِقَاء,مِصَدٌّ|دِرْعٌ|حَائِلٌ 1,غطاء واق مصمم لاحتواء أو دعم جسم أو محرك ميكانيكي,ثوب أو قميص من زرد الحديد يلبس في القتال وقاية من سلاح العدو
عريضه,awn3-06525357-n,48539,إلْتِمَاس|عَرِيضَة,مُذَكِّرَةٌ|طَلَبٌ|اِسْتِدْعَاءٌ,رسالة رسمية تتضمن طلب استرحام تقدم إلى السلطات,وثيقة مكتوبة تصدرها جهة مختصة إلى شخص معين للحضور أمام محكمة التحقيق أو محكمة الجزاء أو الشرطة.
مقطوعه,awn3-07051211-n,52640,مَقْطُوعَة|مَقْطُوعَة مُوسِيقِيَّة,فِقْرَةٌ|فَقَرَةٌ|فَقْرَةٌ|فِقْرَةٌ,عمل موسيقي مبتكر مكون من أصوات وإيقاعات,جملة من الكلام المدّون على عدة سطور متتالية تحتوي فكرة ذات علاقة بأجزاء أخرى مشمولة في نفس الصحيفة أ
فلسفه,awn3-05953535-n,49412,فَلْسَفَة,حِكْمَةٌ,دراسة طبيعة الواقع، والوجود، ودراسة ما يمكن معرفته والسلوك السوي والسلوك الخاطئ,نشاط ذِهني إنساني قديم جدا يتعلق بممارسة نظرية أو عملية عرفت بشكل أو بِآخر في مختلف المجتمعات والثقا
متبار,awn3-09636221-n,53818,مُتَبَارِ|مُتَنَافِس|مُتَسَابِق,مُسَابِقٌ|الْمُتَبَارِي|مُنازِلٌ|مُصَارِعٌ|مُزَاحِمٌ|مُنَافِسٌ|مُنَافِسَةٌ|مُنَازِعٌ,الشخص المشارك في أحد المنافسات سواء رياضية أو سياسية الخ,الشخص الذي يحأول تخطي غيره أو التغلب عليه للوصول إلى غاية معينة
تكرر,awn3-00343988-v,49433,تَكَرَّرَ,عَاوَدَ|تَكَرَّرَ على,يحصل مرات عديدة أو يحصل مرة أخرى,رَجَعَ إلَى الأمر ثانيةً بَعْدَ انْصِرافِهِ عَنْهُ
قنص,awn3-01137927-v,54460,قَنَصَ,صَادَ|اِصْطادَ,يصوّب بدقة كبيرة نحو الهدف ثم يرمي عليه,فعل الإمساك بحيوان ما أو قتله بطريقة معينة
اكسده,awn3-13551611-n,52430,أَكْسَدَة,تَأَكْسُدٌ,التفاعل الكيميائي الذي يحدث عند فقدان الالكترونات من قبل الذرات أو الجزيئات أو الأيونات ينتج عنها زي,تَخَلِّي ذَرَّاتِ الْمَادَّةِ الْمُخْتَزِلَةِ عَن ذَرَّةِ مَادَّةٍ أُخْرَى ، كَمَا أنَّ الْتِحَامَ و
ملمع,awn3-15020587-n,48863,صاقِل|مُلَمِّع,مَصْقُولٌ|صَقِيلٌ,مستحضر يستخدم في الصقل والتلميع,صفة الأشياء ذات الأسطح الناعمة الخالية من النتوءات و الأوساخ بحيث تظهر براقة من شدة نظافتها نعومتها 
قاعه,awn3-03483839-n,54329,قَاعَة,صَالَةٌ,بناء كبير جداً بسقف عالٍ يستخدم لاستقبال الضيوف عند الحكام والأغنياء ، أو يمكن أن تقام فيها الحفلات ,غرفة كبيرة وواسعة مخصصة لاحتواء عدد كبير من الموجودات المادية
ندامه,awn3-07551462-n,48309,نَدَامَة|نَدَم|تأنِيب الضَمِير,حَسْرَةٌ|تَوْبَةٌ|أَوْبٌ,الشعور بالذنب تجاه فعل أمر خاطئ والحزن الشديد لفعله,واقعة يعود فيها الذهن لحالة من الصواب أو الرجعة عن عمل ما إلى سابقه فتخلق شعور بالذنب والندم على إتي
وصفي,awn3-02947357-a,50354,نَعْتِي|وصفي,تَصْوِيرِيٌّ|إِيضَاحِيٌّ|تَوْضيحيَّةٌ,متعلق بالصفات أو يعمل كصفة,صفة لفكرة أو معلومات تمثل وتوضح برسم فكري منطقي يعطي هيئة شكلية كاملة للفكرة
استرخي,awn3-00026378-v,46357,إِسْتَرْخَى,كَرَى1|تَسَطَّحَ|اِنْسَطَحَ|ضَجَعَ|اِضْطَجَعَ|اِسْتَلْقَى على|غَفَا|أَغْفى|أَغْمَضَ|أَغْمَضَ في|اِنْبَسَطَ|اِنْبَسَطَ إلى|اِنْبَسَطَ ب|اِنْبَسَطَ من|نَعَسَ|رَقَدَ|رَقَدَ على|رَقَدَ عن|هَجَدَ|تَهَجَّدَ|هَجَعَ|هَجَعَ إلى|تَمَدَّدَ|تَمَدَّدَ ب|سَبَتَ|نامَ|نامَ إلى|نامَ عن|نامَ ل|قالَ2|كَرِيَ|غَمَضَ|اِنْبَطَحَ|اِسْتَرْخَى ب,يخفف من حدة التوتر والتحفّز والقلق ويعطي جسده وعقله فرصة للاستراحة من التعب,استلقى على وجهه
